0	0.276429809359
1	0.3515625
2	0.414191419142
3	0.432458697765
4	0.482593037215
5	0.504322766571
6	0.514577259475
7	0.545319465082
8	0.544802867384
9	0.580882352941
10	0.569230769231
11	0.633879781421
12	0.591093117409
13	0.620087336245
14	0.637037037037
15	0.6375
16	0.635944700461
17	0.637795275591
18	0.645061728395
19	0.626404494382
20	0.622710622711
21	0.654135338346
22	0.585365853659
23	0.597269624573
24	0.624561403509
25	0.64606741573
26	0.603174603175
27	0.672727272727
28	0.632727272727
29	0.676579925651
30	0.719594594595
31	0.714285714286
32	0.739413680782
33	0.687022900763
34	0.664429530201
35	0.727272727273
36	0.662222222222
37	0.709956709957
38	0.682080924855
39	0.771689497717
40	0.71098265896
41	0.8
42	0.761467889908
43	0.691860465116
44	0.719696969697
45	0.74251497006
46	0.680412371134
47	0.813333333333
48	0.747058823529
49	0.816326530612
50	0.792592592593
51	0.818181818182
52	0.672413793103
53	0.76
54	0.767857142857
55	0.685314685315
56	0.762962962963
57	0.81746031746
58	0.660714285714
59	0.763157894737
60	0.78231292517
61	0.815789473684
62	0.840909090909
63	0.659340659341
64	0.764705882353
65	0.875
66	0.771084337349
67	0.8
68	1.0
69	0.852459016393
70	0.865979381443
71	0.745098039216
72	0.835820895522
73	0.797101449275
74	0.8
75	0.72
76	0.944444444444
77	0.64
78	0.927710843373
79	0.836734693878
80	0.888888888889
81	0.878787878788
82	0.784615384615
83	0.883720930233
84	0.722222222222
85	0.803571428571
86	0.860465116279
87	0.8
88	0.806451612903
89	0.732142857143
90	0.744186046512
91	0.886363636364
93	0.837837837838
94	0.5
95	0.909090909091
96	0.857142857143
97	0.923076923077
98	0.944444444444
100	0.9
101	0.823529411765
102	0.833333333333
103	0.944444444444
104	0.785714285714
105	1.0
106	0.803278688525
107	0.714285714286
108	0.92
109	0.777777777778
112	0.805194805195
113	0.904761904762
117	1.0
122	0.923076923077
123	0.913043478261
124	0.657142857143
130	1.0
135	0.0
136	1.0
158	0.975308641975
160	1.0
165	1.0
191	0.957446808511
198	1.0
231	1.0
